Symbol,Source,Avg Losing Trade [%],Avg Winning Trade [%],Best Trade [%],Calmar Ratio,End Value,Expectancy,Max Drawdown [%],Omega Ratio,Open Trade PnL,Profit Factor,Sharpe Ratio,Sortino Ratio,Total Closed Trades,Total Fees Paid,Total Open Trades,Total Return [%],Total Trades,Win Rate [%],Worst Trade [%]
MOTOGENFIN,File 1 (vectorbt),-13.453546,88.47865,205.687804,0.267603,330983.222481,38497.203747,38.58341,1.960955,,2.328813,0.322809,2.057441,,4270.060321,,230.983222,,,-18.781319
MOTOGENFIN,File 2 (custom),-12.304377,31.16686,39.918494,0.061198,148617.221895,8102.870316,37.11083,1.259969,,1.67943,0.230675,0.106047,,1007.411694,,48.617222,,,-17.366245
SASTASUNDR,File 1 (vectorbt),-12.087419,35.828139,42.514822,-0.079587,59999.588304,-2857.172264,64.114575,0.91329,,0.710252,-0.186421,-0.27173,,2734.936596,,-40.000412,,,-22.190228
SASTASUNDR,File 2 (custom),-11.508898,36.632991,40.418961,-0.050183,63958.127754,-2574.419446,62.056771,0.926302,,0.736103,-0.131938,-0.064241,,1382.818308,,-36.041872,,,-20.89156
IMPAL,File 1 (vectorbt),-8.511713,24.391607,29.132033,-0.002543,98968.230159,-147.395692,31.385988,1.02694,,0.979294,0.041262,0.069936,,1605.055564,,-1.03177,,,-10.386944
IMPAL,File 2 (custom),-8.123971,25.169442,30.096339,0.001734,101007.32336,143.903337,30.737431,1.039009,,1.020478,0.047241,0.021326,,811.553562,,1.007323,,,-9.749095
NATCOPHARM,File 1 (vectorbt),-11.879581,34.054655,73.048826,0.041585,161505.025718,2795.682987,67.288686,1.099898,,1.418521,0.233899,0.361137,,4261.365696,,61.505026,,,-23.610996
NATCOPHARM,File 2 (custom),-11.08739,33.108414,67.678884,0.030906,168301.279887,3104.603631,67.648931,1.107581,,1.470127,0.203522,0.116226,,2251.333612,,68.30128,,,-22.178448
HAVELLS,File 1 (vectorbt),-9.215446,22.497525,32.3044,0.135063,234319.058697,5372.762348,40.772104,1.173404,,1.745101,0.410464,0.567174,25.0,7578.956946,,134.319059,25.0,44.0,-20.239448
HAVELLS,File 2 (custom),-8.664959,22.153446,31.267411,0.053592,161221.910992,2354.688884,39.138903,1.112588,,1.312658,0.224676,0.110332,26.0,3706.020492,,61.221911,26.0,38.461538,-18.207909
NETWORK18,File 1 (vectorbt),-12.612838,20.14997,20.14997,-0.11761,35498.968762,-6450.103124,68.904616,0.863329,,0.158071,-0.34399,-0.512918,,1250.663355,,-64.501031,,10.0,-18.729822
NETWORK18,File 2 (custom),-12.245248,24.925484,28.820071,-0.058125,53443.986551,-4655.601345,59.66773,0.935942,,0.361115,-0.132102,-0.081127,,641.036212,,-46.556013,,20.0,-18.257228
TOKYOPLAST,File 1 (vectorbt),-16.780959,61.685396,71.351639,-0.005333,95400.176962,-418.165731,57.231354,1.055443,,0.971064,0.094232,0.148014,,2510.901897,,-4.599823,,27.272727,-25.852673
TOKYOPLAST,File 2 (custom),-16.764509,48.675042,58.161467,0.020087,129727.948118,2702.540738,58.408966,1.108092,,1.208918,0.154018,0.074687,,1303.130426,,29.727948,,36.363636,-25.253385
ICRA,File 1 (vectorbt),-5.923205,21.062499,22.497169,0.238136,217815.458352,9817.954863,27.849576,1.376118,,2.960592,0.527954,1.127587,,3871.331392,,117.815458,,50.0,-8.207007
ICRA,File 2 (custom),-5.860366,21.651,22.115402,0.047011,131360.568458,2613.380705,33.302035,1.133329,,1.595997,0.193605,0.108396,,1294.287288,,31.360568,,33.333333,-7.829017
RAJTV,File 1 (vectorbt),-13.111956,23.063536,24.531513,-0.066854,75275.073831,-3597.65074,36.289497,0.890617,458.629014,0.559601,-0.160047,-0.262439,7.0,1184.920963,1.0,-24.724926,,28.571429,-16.414273
RAJTV,File 2 (custom),-12.714648,27.662465,35.200491,0.00553,103633.046834,402.660505,38.567407,1.062657,0.0,1.049993,0.070379,0.028469,8.0,751.887725,0.0,3.633047,,37.5,-15.580979
BALPHARMA,File 1 (vectorbt),-13.329933,32.791604,53.037109,0.156383,197380.079319,7490.775332,36.753441,1.232178,,1.70211,0.37215,0.680666,13.0,3681.897546,,97.380079,13.0,46.153846,-16.730216
BALPHARMA,File 2 (custom),-13.164862,32.384252,52.056787,0.111073,220645.781232,10053.815103,41.351187,1.233971,,1.914106,0.332689,0.20934,12.0,1943.890505,,120.645781,12.0,50.0,-16.304402
TIMESGTY,File 1 (vectorbt),-13.317397,46.581423,57.292721,0.298905,327360.108326,22736.010833,33.778962,1.386155,,2.203482,0.563861,1.089226,10.0,4879.021202,,227.360108,10.0,50.0,-18.289532
TIMESGTY,File 2 (custom),-11.659419,40.33102,49.174353,0.049399,158224.180481,5293.107316,52.68995,1.193355,,1.397228,0.236739,0.123242,11.0,1822.283494,,58.22418,11.0,36.363636,-17.023896
RGL,File 1 (vectorbt),-11.593706,30.856102,36.122318,0.014724,106335.592816,703.954757,35.908647,1.061993,,1.086744,0.112904,0.181791,9.0,1781.036024,,6.335593,9.0,33.333333,-14.66161
RGL,File 2 (custom),-11.126153,27.655881,35.037542,-0.028337,78703.853401,-2662.018325,49.732104,0.982991,,0.639057,-0.029739,-0.015335,8.0,640.82601,,-21.296147,8.0,25.0,-13.34488
ASAL,File 1 (vectorbt),-13.066235,34.290463,38.348684,-0.078508,50712.763668,-3520.516881,61.40475,0.924381,,0.584676,-0.154776,-0.222041,,2188.278307,,-49.287236,,,-27.951276
ASAL,File 2 (custom),-12.057111,33.124961,37.97336,-0.050623,55165.64194,-3202.454147,58.159093,0.942881,,0.627016,-0.104445,-0.053758,,1161.685897,,-44.834358,,,-21.701025
ACE,File 1 (vectorbt),-10.932635,39.667118,58.805172,0.600868,709295.649813,43521.117844,28.282285,1.346097,,2.50665,0.751007,1.359628,,13136.248127,,609.29565,,,-14.181523
ACE,File 2 (custom),-10.401744,37.772051,49.489197,0.368813,645376.956623,38955.496902,29.457766,1.331974,,2.548472,0.600886,0.457484,,6253.67488,,545.376957,,,-13.340154
EMKAY,File 1 (vectorbt),-13.59796,39.202266,46.785072,0.075559,148831.263483,6975.894783,43.717568,1.153502,,1.607902,0.263538,0.416042,,1912.870517,,48.831263,,42.857143,-20.009164
EMKAY,File 2 (custom),-13.432482,32.984728,33.826308,-0.021704,84195.651916,-2257.764012,44.507718,0.991417,,0.736638,-0.01211,-0.005328,,562.558686,,-15.804348,,28.571429,-19.111052
RANEHOLDIN,File 1 (vectorbt),-10.349984,30.341142,35.229372,0.07924,140029.202869,2859.228776,32.927935,1.1165,,1.369044,0.241029,0.395319,,3140.808307,,40.029203,,,-13.495164
RANEHOLDIN,File 2 (custom),-10.01039,29.604073,34.2261,0.051817,136991.089009,2642.220644,32.351632,1.124273,,1.352554,0.192682,0.104947,,1562.77203,,36.991089,,,-13.143952
BBL,File 1 (vectorbt),-12.584858,27.728364,33.167792,0.210656,197671.905338,10852.433926,26.841923,1.288958,,2.189906,0.415005,0.650674,,2697.150618,,97.671905,,,-14.686258
BBL,File 2 (custom),-12.199811,27.494243,32.594525,0.13826,195295.699191,10588.411021,27.488313,1.282701,,2.202266,0.339661,0.129598,,1377.907737,,95.295699,,,-14.928979
HUHTAMAKI,File 1 (vectorbt),-10.552572,22.060317,28.336189,0.03877,134773.454161,2483.818154,44.225298,1.079688,,1.43331,0.188083,0.291688,14.0,2643.486051,,34.773454,14.0,42.857143,-13.755424
HUHTAMAKI,File 2 (custom),-9.487336,21.472624,27.125312,0.017918,126239.271717,1749.284781,51.382353,1.074566,,1.332763,0.135774,0.073482,15.0,1341.874151,,26.239272,15.0,40.0,-14.64501
ALLDIGI,File 1 (vectorbt),-11.664001,32.555303,48.174583,0.053352,143790.33825,4379.033825,54.452346,1.157953,,1.768532,0.257679,0.401042,,1667.806445,,43.790338,,,-18.025171
ALLDIGI,File 2 (custom),-11.257203,30.631317,43.53317,0.034144,136992.665562,3699.266556,50.618231,1.144706,,1.664136,0.19568,0.081297,,838.43832,,36.992666,,,-17.122608
FMGOETZE,File 1 (vectorbt),-9.300294,16.434443,16.434443,-0.109358,48262.092693,-5173.790731,52.537336,0.746141,,0.151993,-0.399235,-0.542561,,1323.19522,,-51.737907,,,-12.806113
FMGOETZE,File 2 (custom),-8.767464,16.258078,16.258078,-0.074393,49850.082215,-5014.991779,51.462105,0.748649,,0.156795,-0.325744,-0.100189,,651.722952,,-50.149918,,,-12.438475
LICHSGFIN,File 1 (vectorbt),-8.497583,25.743107,36.099533,0.026476,122767.275514,1198.277659,43.967667,1.057581,,1.191135,0.152136,0.220866,19.0,3981.96001,,22.767276,19.0,31.578947,-11.569317
LICHSGFIN,File 2 (custom),-8.19902,25.532502,34.622169,0.026437,133432.446922,1857.358162,42.738852,1.071721,,1.285013,0.152503,0.088939,18.0,2061.203563,,33.432447,18.0,33.333333,-11.193229
KERNEX,File 1 (vectorbt),-12.263567,43.928849,52.903794,0.222312,429160.730493,17324.248973,58.984656,1.258421,,2.160065,0.68296,1.079613,,7512.720178,,329.16073,,42.105263,-15.141315
KERNEX,File 2 (custom),-11.718083,39.929544,50.893697,0.08236,224005.032281,6526.580646,58.556128,1.155051,,1.67,0.356623,0.264923,,2442.687244,,124.005032,,36.842105,-14.477431
PRSMJOHNSN,File 1 (vectorbt),-14.658969,24.758373,31.271365,-0.091559,18623.873729,-4068.806314,87.310283,0.886318,,0.150044,-0.264647,-0.371122,,1254.610786,,-81.376126,,,-23.706542
PRSMJOHNSN,File 2 (custom),-13.269491,24.069208,30.925858,-0.058594,22753.531135,-3862.323443,84.319563,0.899174,,0.174421,-0.19876,-0.101504,,629.745137,,-77.246469,,,-22.157941
CANBK,File 1 (vectorbt),-10.422312,23.262002,35.900093,0.028784,124317.365838,1157.969802,50.623288,1.084267,,1.141953,0.17287,0.226916,,5062.010977,,24.317366,,,-18.001916
CANBK,File 2 (custom),-9.844959,23.189016,34.518071,0.024492,129460.72764,1402.891792,48.662623,1.092696,,1.176924,0.156617,0.058766,,2578.616452,,29.460728,,,-16.715646
KKCL,File 1 (vectorbt),-10.468685,26.225842,32.012134,-0.08072,58491.532867,-3773.497012,51.523712,0.853388,,0.446103,-0.30375,-0.43421,11.0,1672.069103,,-41.508467,11.0,18.181818,-17.731313
KKCL,File 2 (custom),-8.954844,25.982869,31.394111,-0.048838,60399.598965,-3300.03342,55.686041,0.78842,,0.441912,-0.274195,-0.089747,12.0,863.942893,,-39.600401,12.0,16.666667,-11.224819
BANG,File 1 (vectorbt),-15.826196,53.427611,53.427611,-0.077405,64625.503542,-5895.74941,52.311966,0.971778,,0.479425,-0.058097,-0.087432,,928.85053,,-35.374496,,,-20.740495
BANG,File 2 (custom),-13.891166,49.590511,49.590511,-0.04684,69865.421083,-5022.42982,49.464194,0.918487,,0.517672,-0.099902,-0.033402,,477.628806,,-30.134579,,,-18.301582
TARAPUR,File 1 (vectorbt),-13.822779,36.008582,61.048337,-0.040571,84060.76593,-1593.923407,47.613123,1.022712,,0.836974,0.049364,0.078862,,1824.010247,,-15.939234,,30.0,-28.243856
TARAPUR,File 2 (custom),-13.792572,29.258956,58.292413,0.012522,106828.876115,682.887612,41.021873,1.078613,,1.078641,0.12256,0.069771,,954.942719,,6.828876,,40.0,-24.783993
ORISSAMINE,File 1 (vectorbt),-11.601584,,-7.303357,-0.160056,32841.095441,-7462.100507,67.174971,0.660468,,,-0.791341,-1.067963,,1064.379737,,-67.158905,,,-17.4167
ORISSAMINE,File 2 (custom),-11.211692,,-7.042336,-0.110011,34820.419656,-7242.175594,65.17958,0.66166,,,-0.64919,-0.286046,,493.173123,,-65.17958,,,-16.53066
SUNTV,File 1 (vectorbt),-8.555521,30.613302,35.213225,-0.019724,91029.413928,-996.731786,37.131577,0.981629,,0.877585,-0.03025,-0.042921,,2114.873362,,-8.970586,,,-11.59185
SUNTV,File 2 (custom),-8.356772,29.638727,33.849697,-0.014665,89454.255468,-1171.749392,40.909961,0.982232,,0.853231,-0.026621,-0.010526,,1033.891472,,-10.545745,,,-11.631286
NAHARPOLY,File 1 (vectorbt),-18.931508,42.904566,57.153793,0.328378,449186.760014,38798.52889,55.429699,1.46466,,4.157689,0.775886,1.427486,,3713.220474,,349.18676,,66.666667,-19.292952
NAHARPOLY,File 2 (custom),-17.529173,40.405749,54.694157,0.130656,245256.661534,16139.629059,54.631939,1.321123,,2.076625,0.449303,0.23438,,1620.707319,,145.256662,,55.555556,-19.883481
DRREDDY,File 1 (vectorbt),-6.311768,19.434633,38.317873,0.161585,269436.9802,5842.65449,30.554724,1.180472,,1.839231,0.398177,0.583836,29.0,11506.825476,,169.43698,29.0,41.37931,-11.42527
DRREDDY,File 2 (custom),-6.051878,18.878495,40.281386,0.087977,236058.313103,4535.277103,33.249875,1.192594,,1.727436,0.325203,0.149451,30.0,5290.601894,,136.058313,30.0,40.0,-10.651852
VENUSREM,File 1 (vectorbt),-12.339999,33.904673,40.898075,0.046347,126569.573843,2415.415804,41.707287,1.139371,,1.259102,0.197433,0.315265,11.0,2504.941511,,26.569574,11.0,36.363636,-19.848296
VENUSREM,File 2 (custom),-10.754515,33.841411,41.582346,0.037916,125298.725138,2108.227095,33.581381,1.132396,,1.229399,0.159488,0.067758,12.0,1465.112811,,25.298725,12.0,33.333333,-12.44555
ATLANTAA,File 1 (vectorbt),-14.15467,46.028998,56.341173,-0.032966,77925.921485,-1839.506543,59.984935,0.969001,,0.809898,-0.047044,-0.071727,,2043.989127,,-22.074079,,,-20.319953
ATLANTAA,File 2 (custom),-13.199475,44.360636,53.700835,-0.018464,81503.645232,-1541.362897,60.895025,0.974708,,0.837635,-0.027061,-0.009806,,1057.470674,,-18.496355,,,-18.040402
FEL,File 1 (vectorbt),-11.186831,28.997666,40.916958,-0.012414,92593.680575,-740.631943,51.2203,1.015989,,0.913007,0.031006,0.049568,,2060.692805,,-7.406319,,,-16.242324
FEL,File 2 (custom),-10.045063,28.499331,38.834088,-0.001981,98376.672179,-162.332782,47.269998,1.031976,,0.979364,0.047718,0.024614,,1038.780731,,-1.623328,,,-13.713185
PARACABLES,File 1 (vectorbt),-16.846303,42.427823,58.044932,-0.064155,64535.263812,-3224.066926,55.787821,0.971567,,0.666755,-0.059126,-0.090952,11.0,1549.083718,,-35.464736,11.0,27.272727,-26.429245
PARACABLES,File 2 (custom),-15.571317,36.775355,45.348912,-0.033292,75752.186404,-2424.78136,47.546213,0.974186,,0.748738,-0.038039,-0.019312,10.0,786.115882,,-24.247814,10.0,30.0,-22.467757
MTNL,File 1 (vectorbt),-13.442335,32.040862,42.036807,0.052237,146049.042925,5116.560325,41.352951,1.198921,,1.533444,0.225166,0.382394,,2124.245252,,46.049043,,,-16.798554
MTNL,File 2 (custom),-12.642626,31.263552,42.496984,0.037614,146897.484005,5210.831556,40.127382,1.180854,,1.569634,0.187021,0.070721,,1090.461154,,46.897484,,,-15.630508
RAMKY,File 1 (vectorbt),-14.319092,39.916647,50.096539,0.36517,284049.172735,20449.908082,30.87374,1.576675,,3.47904,0.771617,1.486404,,2621.028164,,184.049173,,,-18.34649
RAMKY,File 2 (custom),-13.24183,38.064363,47.371896,0.261446,275632.003994,19514.66711,28.402425,1.58451,,3.557952,0.634763,0.336478,,1390.556043,,175.632004,,,-17.067698
PNBGILTS,File 1 (vectorbt),-9.404642,31.155005,38.498929,-0.050359,75430.383788,-1754.972587,34.040144,0.974737,,0.752547,-0.047965,-0.069369,14.0,2605.602387,,-24.569616,14.0,21.428571,-16.695533
PNBGILTS,File 2 (custom),-9.853121,28.941306,38.00845,-0.046416,59133.533346,-2724.43111,47.393591,0.946873,,0.578125,-0.084294,-0.03433,15.0,1115.273171,,-40.866467,15.0,20.0,-17.141532
ZENSARTECH,File 1 (vectorbt),-11.549248,25.350185,41.477102,0.204934,310264.477399,11066.551442,40.870746,1.21671,,2.21945,0.506154,0.850365,,6420.317536,,210.264477,,52.631579,-17.445358
ZENSARTECH,File 2 (custom),-11.138726,25.812297,41.721581,0.240363,457641.761401,18823.2506,32.221325,1.239099,,2.522893,0.509219,0.41499,,4928.146968,,357.641761,,57.894737,-17.001291
LT,File 1 (vectorbt),-6.624612,18.28152,36.225209,0.070338,139681.612435,2088.505918,34.257634,1.093983,,1.411469,0.257794,0.377106,19.0,4500.680422,,39.681612,19.0,36.842105,-8.862289
LT,File 2 (custom),-6.178762,17.488548,34.754135,0.071375,159585.048372,2979.252419,32.585851,1.142353,,1.628402,0.296624,0.168539,20.0,2514.74428,,59.585048,20.0,40.0,-8.772238
BRITANNIA,File 1 (vectorbt),-6.495151,20.427998,33.162295,0.069711,140967.993548,1950.856836,28.066471,1.099712,,1.339077,0.237582,0.354549,21.0,5495.583708,,40.967994,21.0,33.333333,-10.155583
BRITANNIA,File 2 (custom),-5.993494,20.335362,30.900562,0.036597,127919.009711,1213.869987,26.339432,1.078742,,1.222443,0.155239,0.08544,23.0,2870.566034,,27.91901,23.0,30.434783,-9.39326
DHUNINV,File 1 (vectorbt),-13.817607,64.454195,64.454195,-0.054375,78017.018498,-3663.83025,52.54145,0.990905,,0.745487,-0.022104,-0.032875,,1455.896954,,-21.982982,,,-17.196225
DHUNINV,File 2 (custom),-13.079527,62.54663,62.54663,-0.035484,79798.480973,-3366.919838,50.804074,0.993302,,0.754857,-0.013482,-0.007771,,710.146666,,-20.201519,,,-15.739983
SKMEGGPROD,File 1 (vectorbt),-13.531733,34.098461,34.098461,-0.095067,30653.632874,-6304.215193,80.740383,0.885005,,0.276661,-0.263157,-0.394463,,1414.996478,,-69.346367,,9.090909,-28.576523
SKMEGGPROD,File 2 (custom),-11.30607,48.408727,69.976121,-0.024438,71485.712774,-2592.20793,63.553422,0.98562,,0.756465,-0.020499,-0.008338,,1166.188595,,-28.514287,,18.181818,-13.98164
ZENITHSTL,File 1 (vectorbt),-17.75108,32.852285,49.468984,0.060027,139541.715067,4942.714383,51.996056,1.167715,,1.508245,0.2586,0.401426,,1629.718771,,39.541715,,50.0,-23.7822
ZENITHSTL,File 2 (custom),-15.290479,33.886995,54.288218,0.136558,250529.13467,18816.141834,44.107775,1.4684,,3.269462,0.469025,0.166411,,1266.97498,,150.529135,,62.5,-19.244113
GARFIBRES,File 1 (vectorbt),-10.946344,29.37017,44.897673,0.120927,237600.35709,7644.464283,40.327485,1.171161,,1.840246,0.364845,0.568914,,5973.029485,,137.600357,,,-18.27994
GARFIBRES,File 2 (custom),-10.055614,29.193508,45.532532,0.104447,250688.022512,8371.556806,34.014653,1.185828,,1.934453,0.322222,0.18141,,3209.570683,,150.688023,,,-17.173782
DEEPAKFERT,File 1 (vectorbt),-12.183538,30.61967,51.858485,0.050844,150742.407182,2819.022621,46.082047,1.091834,,1.239158,0.220727,0.338518,18.0,5347.577516,,50.742407,18.0,38.888889,-21.12532
DEEPAKFERT,File 2 (custom),-11.908509,25.784647,36.308373,-0.007493,90630.92236,-468.453882,51.052357,1.013039,,0.937829,0.022916,0.010727,20.0,1788.037456,,-9.369078,20.0,35.0,-18.296972
VAKRANGEE,File 1 (vectorbt),-13.331059,34.066298,52.206302,-0.062621,61952.569361,-2536.495376,59.165828,0.946683,,0.728513,-0.110237,-0.147312,15.0,2793.541612,,-38.047431,15.0,26.666667,-33.841264
VAKRANGEE,File 2 (custom),-10.89324,31.04717,49.570665,-0.001102,98907.531162,-68.279302,54.253385,1.043422,,0.992443,0.07211,0.030035,16.0,1992.043085,,-1.092469,16.0,31.25,-27.875229
BFINVEST,File 1 (vectorbt),-11.338562,39.303169,43.78369,0.085022,147235.274124,5904.409265,48.777089,1.167493,,1.553416,0.29549,0.509045,,2192.396394,,47.235274,,,-17.195804
BFINVEST,File 2 (custom),-10.812675,40.738816,47.417248,0.070553,153736.480237,6717.06003,44.901552,1.140619,,1.630471,0.255834,0.168802,,1164.739003,,53.73648,,,-15.487661
KESORAMIND,File 1 (vectorbt),-14.163776,25.195541,38.871781,-0.036045,68220.449505,-1869.385323,59.704977,0.987001,,0.731672,-0.032339,-0.047562,,2243.900442,,-31.77955,,35.294118,-28.630179
KESORAMIND,File 2 (custom),-12.711346,26.147926,38.568981,0.013509,122131.336632,1301.843331,58.357372,1.062268,,1.149365,0.126967,0.073861,,1804.557947,,22.131337,,41.176471,-21.55729
RELIANCE,File 1 (vectorbt),-7.107338,16.805356,27.61841,0.048306,143100.713499,1657.71975,36.349016,1.10625,,1.349291,0.210517,0.319765,26.0,5606.386298,,43.100713,26.0,38.461538,-11.280649
RELIANCE,File 2 (custom),-6.694064,16.859654,27.937954,0.028192,136545.422222,1353.534156,37.24359,1.097732,,1.286594,0.15771,0.071257,27.0,2941.178989,,36.545422,27.0,37.037037,-11.149116
MANINDS,File 1 (vectorbt),-13.138471,34.857457,48.968653,-0.051546,59785.199113,-2513.425055,73.402133,0.959495,,0.730822,-0.092111,-0.136725,,2916.98805,,-40.214801,,,-19.310319
MANINDS,File 2 (custom),-12.364628,31.88962,40.996545,-0.039524,59461.727646,-2533.642022,67.177981,0.915435,,0.703683,-0.127097,-0.057781,,1381.146506,,-40.538272,,,-17.456934
JAGRAN,File 1 (vectorbt),-8.19113,31.832915,57.270855,0.511977,361343.963175,26134.396318,20.468783,1.371935,,3.185026,0.684641,1.239928,,5890.604078,,261.343963,,,-10.676202
JAGRAN,File 2 (custom),-7.848211,32.31396,60.068257,0.348533,366620.407617,26662.040762,20.675493,1.372788,,3.258268,0.583514,0.363981,,3106.425273,,266.620408,,,-10.635505
DIVISLAB,File 1 (vectorbt),-7.438168,25.806421,39.424324,0.113462,166712.218236,3924.248132,30.730623,1.156603,,1.545825,0.318515,0.490489,,5046.018062,,66.712218,,,-12.165418
DIVISLAB,File 2 (custom),-7.137481,24.986035,35.74454,0.069334,161023.493959,3589.617292,32.164022,1.165316,,1.525917,0.253374,0.111426,,2461.154223,,61.023494,,,-11.946196
SOBHA,File 1 (vectorbt),-9.721113,35.060011,59.15596,0.083152,159115.038331,5374.094394,46.149028,1.192893,,1.560084,0.339486,0.5572,,3236.581283,,59.115038,,36.363636,-10.521094
SOBHA,File 2 (custom),-9.731387,34.97859,56.544516,0.004633,104220.204927,383.654993,49.994162,1.051515,,1.047915,0.074524,0.036011,,1155.88298,,4.220205,,27.272727,-10.95343
SCHAEFFLER,File 1 (vectorbt),-7.969751,24.94183,38.103625,0.0053,105115.861897,365.418707,48.220076,1.039591,,1.045078,0.076816,0.118467,,3814.487363,,5.115862,,,-11.386438
SCHAEFFLER,File 2 (custom),-7.71021,24.953567,37.737088,0.003954,105499.34424,392.810303,47.859654,1.047746,,1.049237,0.062731,0.026324,,1897.760912,,5.499344,,,-10.91557
AMRUTANJAN,File 1 (vectorbt),-9.870176,28.920033,35.883836,0.129271,170115.867786,5842.988982,40.535475,1.143914,,1.572277,0.350467,0.613476,,4044.570515,,70.115868,,41.666667,-18.760221
AMRUTANJAN,File 2 (custom),-9.706191,27.889706,35.960932,0.022891,114504.745009,1208.728751,39.446909,1.059883,,1.136961,0.137782,0.107616,,1547.103252,,14.504745,,33.333333,-17.102298
TCIFINANCE,File 1 (vectorbt),-18.171564,49.149683,82.876857,-0.091569,42137.965171,-3857.468989,74.862383,0.99915,,0.606397,-0.002343,-0.003542,15.0,1720.128385,,-57.862035,15.0,26.666667,-59.181918
TCIFINANCE,File 2 (custom),-14.527488,54.844681,74.174722,-0.07257,36289.89011,-3747.653523,77.004931,0.970636,,0.589052,-0.064039,-0.045185,17.0,1074.254608,,-63.71011,17.0,17.647059,-42.518052
SANGHVIMOV,File 1 (vectorbt),-12.427697,33.539276,37.940088,-0.080909,54348.309764,-3260.835017,59.953028,0.919985,,0.495807,-0.168891,-0.247839,,1613.282052,,-45.65169,,,-22.489948
SANGHVIMOV,File 2 (custom),-10.880561,35.411951,35.649001,-0.050508,67406.716154,-2328.091703,43.481577,0.954536,,0.70477,-0.079662,-0.039924,,1192.671421,,-32.593284,,,-20.833507
JPPOWER,File 1 (vectorbt),-12.820431,26.954133,26.954133,-0.101775,55709.753738,-6327.178037,54.329031,0.820653,,0.349571,-0.358138,-0.509313,,1196.715421,,-44.290246,,,-15.575341
JPPOWER,File 2 (custom),-11.680796,26.326195,26.326195,-0.066579,59081.781489,-5845.459787,52.133062,0.810434,,0.362346,-0.290594,-0.123734,,589.926677,,-40.918219,,,-13.678697
CENTURYPLY,File 1 (vectorbt),-10.434651,24.907011,32.511753,0.022246,111736.070594,1066.915509,39.064941,1.074933,,1.145637,0.131812,0.190602,,2308.206324,,11.736071,,,-15.853482
CENTURYPLY,File 2 (custom),-9.706053,25.231037,34.342992,0.021294,116727.446855,1520.676987,39.267468,1.080477,,1.216353,0.128958,0.057257,,1187.072639,,16.727447,,,-16.27934
3IINFOLTD,File 1 (vectorbt),-14.952008,37.576055,48.26881,0.101431,214646.164313,8818.935716,58.000927,1.133159,,1.578273,0.352792,0.588703,13.0,4494.623743,,114.646164,13.0,46.153846,-20.297824
3IINFOLTD,File 2 (custom),-13.498239,33.553717,44.85147,0.035686,147196.328738,3146.421916,56.539658,1.092494,,1.222464,0.197948,0.156778,15.0,2407.357209,,47.196329,15.0,40.0,-20.127033
UNIENTER,File 1 (vectorbt),-14.98866,32.240367,32.240367,-0.072875,53077.323849,-7175.39235,63.406303,0.966092,3305.070301,0.194463,-0.098158,-0.141155,7.0,879.645829,1.0,-46.922676,8.0,14.285714,-20.840976
UNIENTER,File 2 (custom),-11.878304,50.849276,69.569831,-0.020428,79604.209364,-2039.579064,57.240776,0.981997,0.0,0.824783,-0.024019,-0.009087,10.0,1117.81758,0.0,-20.395791,10.0,20.0,-15.464356
NECLIFE,File 1 (vectorbt),-12.331773,40.541501,42.602498,-0.110592,35521.062186,-4298.595854,68.38483,0.848535,,0.411192,-0.322822,-0.476579,,1958.594194,,-64.478938,,,-17.76292
NECLIFE,File 2 (custom),-11.376634,39.98054,40.653647,-0.073051,39419.648196,-4038.69012,65.240121,0.847506,,0.431499,-0.26425,-0.132446,,985.138476,,-60.580352,,,-14.901132
COMPUSOFT,File 1 (vectorbt),-15.938982,36.712608,50.345085,0.083878,130738.083317,7684.520829,36.800415,1.152591,,1.855039,0.25989,0.431356,,863.186752,,30.738083,,,-16.128347
COMPUSOFT,File 2 (custom),-14.690514,31.181614,38.764021,0.050874,123817.067281,5954.26682,33.161401,1.198504,,1.742771,0.203175,0.064749,,425.62681,,23.817067,,,-15.534615
SOMANYCERA,File 1 (vectorbt),-13.415264,32.328149,48.274533,0.009151,106576.165479,386.833263,37.54908,1.054746,,1.040824,0.101165,0.153096,17.0,3545.490445,,6.576165,17.0,35.294118,-21.685557
SOMANYCERA,File 2 (custom),-12.326589,35.731022,73.478293,0.116768,271151.6996,11410.113307,32.361905,1.158754,,1.822306,0.291018,0.174255,15.0,3149.642986,,171.1517,15.0,46.666667,-19.279417
SUPREMEINF,File 1 (vectorbt),-14.716294,27.302972,42.835579,0.010606,107911.50671,659.292226,63.969773,1.065071,,1.069238,0.119564,0.179102,12.0,2450.523029,,7.911507,12.0,41.666667,-18.291949
SUPREMEINF,File 2 (custom),-13.183152,25.783545,40.324883,-0.003227,96758.552922,-249.342083,62.541956,1.030744,,0.972169,0.040096,0.013902,13.0,1312.841138,,-3.241447,13.0,38.461538,-15.921462
GRANULES,File 1 (vectorbt),-10.298638,24.207987,34.550183,-0.018965,88858.162162,-857.064449,46.457876,1.002165,,0.864816,0.00531,0.008021,,2194.001727,,-11.141838,,,-13.50648
GRANULES,File 2 (custom),-9.904426,23.541633,32.99227,-0.014054,88204.883365,-907.316664,46.041644,0.999064,,0.852907,-0.001918,-0.001147,,1085.506966,,-11.795117,,,-12.963387
