symbol,status,load_time_s,indicator_calc_time_s,signal_gen_time_s,portfolio_sim_time_s,total_symbol_time_s,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Trades,Total Closed Trades,Total Open Trades,Open Trade PnL,Win Rate [%],Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Profit Factor,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Sortino Ratio
SEPC,Success,0.005048344999522669,0.005996014002448646,0.00046695499986526556,0.025759544998436468,0.03744633700262057,2008-02-20 00:00:00,2025-03-06 00:00:00,4208 days 00:00:00,100000.0,45181.972955,-54.818027,-94.885476,100.0,1649.254958,70.117364,3029 days 00:00:00,11,11,0,0.0,18.181818,47.962532,-19.35421,40.717712,-15.087064,46 days 00:00:00,32 days 10:40:00,0.497691,-4983.457004,-0.28066,-0.094971,0.867255,-0.457493
SUBEXLTD,Success,0.004251125999871874,0.006749768999725347,0.00044518000140669756,0.026392350999230985,0.03798826199999894,2003-09-05 00:00:00,2025-03-06 00:00:00,5311 days 00:00:00,100000.0,62855.154369,-37.144846,-87.321429,100.0,1904.203988,59.71986,4630 days 00:00:00,9,9,0,0.0,22.222222,29.531735,-16.676955,24.032759,-11.946905,46 days 00:00:00,22 days 17:08:34,0.590125,-4127.20507,-0.200327,-0.052592,0.86891,-0.287983
MCLEODRUSS,Success,0.004999744000087958,0.0061891799996374175,0.00047303600149462,0.02865835199918365,0.040463755998644046,2005-07-29 00:00:00,2025-03-06 00:00:00,4844 days 00:00:00,100000.0,77532.731037,-22.467269,-39.445545,100.0,1444.871761,50.752717,4142 days 00:00:00,11,11,0,0.0,18.181818,44.774036,-19.711863,43.721878,-10.220761,28 days 12:00:00,41 days 18:40:00,0.668192,-2042.478997,-0.067346,-0.03742,0.967557,-0.098199
ECLERX,Success,0.004343950000475161,0.005859683999005938,0.0005551610011025332,0.02544499400028144,0.036351260998344515,2007-12-31 00:00:00,2025-03-06 00:00:00,4185 days 00:00:00,100000.0,403840.10144,303.840101,1759.739068,100.0,5864.811341,23.544044,1659 days 00:00:00,14,14,0,0.0,57.142857,39.577154,-13.42923,27.616408,-8.613464,26 days 18:00:00,12 days 20:00:00,3.589148,21702.864389,0.956117,0.549868,1.853944,2.036088
COALINDIA,Success,0.0030923119993531145,0.005987886997900205,0.00046131199997034855,0.025659211998572573,0.03539168900169898,2010-11-04 00:00:00,2025-03-06 00:00:00,3547 days 00:00:00,100000.0,207404.480419,107.40448,11.691727,100.0,3141.004363,17.681923,981 days 00:00:00,13,13,0,0.0,53.846154,23.386703,-8.371084,17.593124,-6.44502,47 days 06:51:25,15 days 00:00:00,3.539179,8261.883109,0.696863,0.440891,1.347039,1.202267
HITECHCORP,Success,0.0033595950008020736,0.006536517001222819,0.00044632299977820367,0.025578762000805,0.03608374699979322,2007-12-20 00:00:00,2025-03-07 00:00:00,4032 days 00:00:00,100000.0,305275.123421,205.275123,58.116141,100.0,3777.612978,49.615821,1835 days 00:00:00,9,9,0,0.0,55.555556,58.95268,-20.931852,43.060856,-15.194496,68 days 19:12:00,173 days 12:00:00,2.46711,22808.347047,0.46831,0.214268,1.160717,0.845133
GREENPLY,Success,0.005648515998473158,0.0060653280015685596,0.00045153800238040276,0.025738602998899296,0.03810498799794004,1999-02-25 00:00:00,2025-03-06 00:00:00,5306 days 00:00:00,100000.0,36624.229141,-63.375771,26253.804099,100.0,1177.125682,83.664721,5192 days 00:00:00,15,15,0,0.0,26.666667,33.432848,-61.746201,28.995047,-14.754484,88 days 18:00:00,50 days 04:21:49,0.372557,-4225.051391,-0.003226,-0.079799,0.998009,-0.005899
COLPAL,Success,0.004449346000910737,0.005914915000175824,0.0005515140001079999,0.0260730930021964,0.03716849600095884,2007-12-17 00:00:00,2025-03-06 00:00:00,4253 days 00:00:00,100000.0,183318.264081,83.318264,1163.643358,100.0,5536.11014,21.07558,1882 days 00:00:00,16,16,0,0.0,43.75,27.926231,-11.090659,17.744143,-5.71799,56 days 06:51:25,20 days 05:20:00,1.907419,5207.391505,0.579501,0.253322,1.251286,0.941933
NAGREEKCAP,Success,0.0030751199992664624,0.0062927370017860085,0.0004456040005607065,0.02549094099958893,0.03549208599724807,2007-09-18 00:00:00,2025-03-06 00:00:00,3491 days 00:00:00,100000.0,58761.055291,-41.238945,-73.342105,100.0,1270.780401,58.789976,1808 days 00:00:00,7,7,0,0.0,14.285714,48.412211,-21.861577,48.412211,-14.209414,51 days 00:00:00,25 days 16:00:00,0.509141,-5891.277816,-0.23812,-0.091978,0.87949,-0.342282
AXISBANK,Success,0.0047685449972050264,0.006593550999241415,0.0004710509965661913,0.025342171000374947,0.03732578999915859,2006-11-02 00:00:00,2025-03-06 00:00:00,4535 days 00:00:00,100000.0,151534.79279,51.534793,1059.955132,100.0,4826.383668,36.496264,2455 days 00:00:00,18,18,0,0.0,38.888889,27.088289,-18.467041,20.264482,-7.517695,60 days 17:08:34,23 days 04:21:49,1.469191,2863.044044,0.320635,0.093213,1.122722,0.459662
BHARATFORG,Success,0.005882679000933422,0.006149394001113251,0.00045280199992703274,0.026687514000514057,0.03931561100034742,1999-01-01 00:00:00,2025-03-06 00:00:00,6469 days 00:00:00,100000.0,265487.053569,165.487054,15865.465865,100.0,9847.258404,38.761552,2667 days 00:00:00,20,20,0,0.0,40.0,52.137593,-15.691175,29.659153,-8.517048,63 days 21:00:00,26 days 10:00:00,1.617892,8274.352678,0.422877,0.146116,1.194153,0.685552
VINDHYATEL,Success,0.005227913999988232,0.00596057399889105,0.0005548139997699764,0.026339395000832155,0.03823216000091634,1999-01-01 00:00:00,2025-03-06 00:00:00,5608 days 00:00:00,100000.0,275625.098437,175.625098,3122.351497,100.0,4726.368647,45.951711,1323 days 00:00:00,14,14,0,0.0,50.0,73.507861,-18.020205,33.50403,-12.708148,42 days 20:34:17,28 days 10:17:08,2.219827,12544.649888,0.442026,0.148448,1.284202,0.857518
SWELECTES,Success,0.004966679000062868,0.006081322000682121,0.0004608839990396518,0.02590143499764963,0.03761067500090576,2006-11-02 00:00:00,2025-03-07 00:00:00,4529 days 00:00:00,100000.0,161265.095949,61.265096,358.130733,100.0,6009.605621,37.754059,1377 days 00:00:00,19,19,0,0.0,36.842105,51.631545,-14.908357,34.091316,-12.06694,28 days 20:34:17,27 days 06:00:00,1.242231,3224.478734,0.281872,0.104,1.137673,0.514002
MBLINFRA,Success,0.003705954997712979,0.006784320998121984,0.0004443769976205658,0.025482003002252895,0.03662890999839874,2010-01-11 00:00:00,2025-03-06 00:00:00,3752 days 00:00:00,100000.0,74299.11672,-25.700883,-62.653111,100.0,1034.652718,40.706669,1927 days 00:00:00,6,6,0,0.0,16.666667,40.705571,-15.300064,40.705571,-11.967892,48 days 00:00:00,18 days 09:36:00,0.531847,-4283.480547,-0.202649,-0.069978,0.866314,-0.314123
ASTEC,Success,0.003450901000178419,0.006081457999243867,0.0004787420002685394,0.025770489999558777,0.0359281019991613,2009-11-25 00:00:00,2025-03-06 00:00:00,3749 days 00:00:00,100000.0,202564.955476,102.564955,790.654762,100.0,3095.472765,36.347465,883 days 00:00:00,9,9,0,0.0,44.444444,50.404522,-17.317818,42.72658,-13.237605,102 days 18:00:00,62 days 09:36:00,1.820161,11396.106164,0.402634,0.195726,1.161406,0.74158
EVERESTIND,Success,0.005927934998908313,0.006184887999552302,0.0005721130000893027,0.025624220001191134,0.038434680998761905,2005-05-27 00:00:00,2025-03-06 00:00:00,4826 days 00:00:00,100000.0,94826.204539,-5.173795,181.641168,100.0,3066.623714,51.300183,2993 days 00:00:00,16,16,0,0.0,25.0,43.094362,-18.13311,36.29671,-10.10622,83 days 12:00:00,15 days 12:00:00,0.956367,-323.362216,0.057802,-0.007816,1.026927,0.090304
KIRLOSBROS,Success,0.003361939001479186,0.008532511001249077,0.0004931240000587422,0.025553005001711426,0.03807179500290658,2010-04-20 00:00:00,2025-03-06 00:00:00,3688 days 00:00:00,100000.0,125555.906942,25.555907,386.438403,100.0,1701.832903,34.868303,1753 days 00:00:00,8,8,0,0.0,37.5,38.709324,-16.279139,35.486463,-12.734947,61 days 00:00:00,5 days 14:24:00,1.358474,3194.488368,0.229651,0.065329,1.151482,0.354413
JHS,Success,0.004107558001123834,0.006409751997125568,0.0004460480013221968,0.02601876100015943,0.03710888699788484,2006-10-23 00:00:00,2025-03-06 00:00:00,4234 days 00:00:00,100000.0,118504.813997,18.504814,-73.529412,100.0,4797.372225,56.931017,1879 days 00:00:00,16,16,0,0.0,37.5,56.524232,-20.798593,34.472753,-14.577625,47 days 00:00:00,18 days 04:48:00,1.078977,1156.550875,0.175289,0.025898,1.080764,0.278209
GEPIL,Success,0.00403681200259598,0.006839846002549166,0.00047547699796268716,0.027604488001088612,0.03908506399966427,2006-11-02 00:00:00,2025-03-06 00:00:00,4535 days 00:00:00,100000.0,178208.108943,78.208109,-43.505245,100.0,2242.741285,33.905403,2390 days 00:00:00,10,10,0,0.0,40.0,45.99616,-13.075804,34.266869,-9.263147,49 days 18:00:00,21 days 00:00:00,2.216343,7820.810894,0.432311,0.140394,1.282837,0.775548
DWARKESH,Success,0.004097226999874692,0.005758761999459239,0.0005631669991998933,0.026163209997321246,0.03671344199756277,2004-12-31 00:00:00,2025-03-06 00:00:00,4978 days 00:00:00,100000.0,1416790.235465,1316.790235,201.729323,100.0,15743.635354,30.43374,1288 days 00:00:00,13,13,0,0.0,69.230769,61.848506,-16.222169,42.684377,-12.19926,44 days 18:40:00,16 days 12:00:00,4.766322,101291.556574,1.044675,0.704986,1.693548,2.082623
DISHTV,Success,0.004321257001720369,0.005903703000512905,0.00046416899931500666,0.026287407999916468,0.037114611001015874,2007-04-18 00:00:00,2025-03-06 00:00:00,4423 days 00:00:00,100000.0,61853.179808,-38.14682,-93.521951,100.0,1011.824596,47.506275,2130 days 00:00:00,6,6,0,0.0,16.666667,25.70603,-19.017152,25.70603,-13.165252,10 days 00:00:00,35 days 00:00:00,0.3427,-6357.803365,-0.32122,-0.081819,0.801033,-0.418187
ITC,Success,0.006171502001961926,0.006753630001185229,0.0005149100034032017,0.02581712100072764,0.039386121003190055,1994-11-03 00:00:00,2025-03-06 00:00:00,7487 days 00:00:00,100000.0,288546.40229,188.546402,4702.186606,100.0,11557.333327,32.652336,1610 days 00:00:00,27,27,0,0.0,48.148148,27.1834,-14.500806,17.8016,-7.226523,60 days 01:50:46,31 days 10:17:08,1.852683,6983.200085,0.452855,0.162373,1.176351,0.678242
HSCL,Success,0.0037906159996055067,0.005877601000975119,0.0004626100017048884,0.026972717998432927,0.037249748998874566,2007-03-02 00:00:00,2025-03-06 00:00:00,4452 days 00:00:00,100000.0,71931.967572,-28.068032,1353.213502,100.0,1792.541483,43.569734,3542 days 00:00:00,11,11,0,0.0,27.272727,29.407013,-18.192381,23.892374,-11.346303,17 days 16:00:00,43 days 21:00:00,0.650135,-2551.639312,-0.098305,-0.061163,0.95088,-0.144472
INDOTECH,Success,0.003933012001652969,0.005799596998258494,0.0005590079999819864,0.026652871998521732,0.037069903999508824,2006-03-16 00:00:00,2025-03-06 00:00:00,4671 days 00:00:00,100000.0,127250.067846,27.250068,878.753619,100.0,1309.793325,46.39336,3911 days 00:00:00,6,6,0,0.0,33.333333,53.521904,-13.180702,42.924619,-11.006691,18 days 12:00:00,31 days 06:00:00,1.551856,4541.677974,0.214487,0.040974,1.185595,0.353341
ACLGATI,Success,0.004090172002179315,0.005812802999571431,0.00044574099956662394,0.02551887799927499,0.03599898899847176,2006-10-10 00:00:00,2025-03-07 00:00:00,4548 days 00:00:00,100000.0,46324.726663,-53.675273,-39.897864,100.0,2332.78414,66.921399,4223 days 00:00:00,15,15,0,0.0,20.0,38.550932,-23.381022,31.104792,-12.178715,20 days 16:00:00,28 days 04:00:00,0.572184,-3578.351556,-0.321688,-0.089489,0.850335,-0.497381
POLYPLEX,Success,0.004909666997264139,0.006346337002469227,0.00044041899673175067,0.02574679299868876,0.03756959100064705,1999-01-01 00:00:00,2025-03-07 00:00:00,6244 days 00:00:00,100000.0,335829.130836,235.829131,26477.777778,100.0,9846.360914,42.283027,2696 days 00:00:00,21,21,0,0.0,42.857143,83.257531,-12.610343,31.428741,-9.222062,69 days 05:20:00,26 days 00:00:00,1.828245,11229.958611,0.481199,0.173553,1.213966,0.825168
INDRAMEDCO,Success,0.005122178001329303,0.005929032999119954,0.0004829239987884648,0.02716919699741993,0.03883608400064986,1999-01-01 00:00:00,2025-03-06 00:00:00,6478 days 00:00:00,100000.0,359948.807776,259.948808,5077.272727,100.0,10259.311694,60.034649,4802 days 00:00:00,17,17,0,0.0,41.176471,88.292875,-14.886853,45.536043,-11.758435,52 days 00:00:00,30 days 21:36:00,1.650988,15291.10634,0.43233,0.12465,1.267495,0.810758
SUMMITSEC,Success,0.0027422439998190384,0.0057120609999401495,0.0005413009967014659,0.025991211001382908,0.03511235800033319,2011-02-04 00:00:00,2025-03-06 00:00:00,3461 days 00:00:00,100000.0,69584.787669,-30.415212,973.22801,100.0,1817.730127,61.671503,2591 days 00:00:00,12,12,0,0.0,25.0,43.705613,-16.816716,33.733753,-12.734327,52 days 00:00:00,51 days 00:00:00,0.682004,-2534.601028,-0.0335,-0.06084,0.988023,-0.049599
TAJGVK,Success,0.005059914001321886,0.006086127999878954,0.0004548399992927443,0.026931301999866264,0.038664567000523675,2000-12-20 00:00:00,2025-03-06 00:00:00,5911 days 00:00:00,100000.0,293097.492396,193.097492,5092.857143,100.0,3752.057251,39.489927,1622 days 00:00:00,12,12,0,0.0,50.0,47.167677,-24.521052,38.81257,-13.506708,108 days 04:00:00,33 days 00:00:00,2.531634,16091.4577,0.402888,0.173855,1.189908,0.744762
WELENT,Success,0.0030848089991195593,0.006428133001463721,0.0004525840013229754,0.026474394002434565,0.03656535199843347,2011-01-04 00:00:00,2025-03-07 00:00:00,3503 days 00:00:00,100000.0,343679.045652,243.679046,367.974868,100.0,6150.816577,31.949407,1027 days 00:00:00,10,10,0,0.0,50.0,57.324744,-13.49858,42.791074,-10.04559,105 days 14:24:00,20 days 09:36:00,2.393721,24367.904565,0.624231,0.429661,1.2486,1.078192
TECHM,Success,0.004206849000183865,0.00577285699910135,0.00044022200017934665,0.026576460000796942,0.03712806400289992,2006-08-28 00:00:00,2025-03-06 00:00:00,4579 days 00:00:00,100000.0,121338.940729,21.338941,985.033829,100.0,3060.666832,34.874415,2065 days 00:00:00,14,14,0,0.0,35.714286,18.338527,-10.30495,16.362868,-6.056226,51 days 09:36:00,30 days 02:40:00,1.351798,1524.210052,0.19867,0.044552,1.085883,0.278206
GFLLIMITED,Success,0.005251767001027474,0.005746694001572905,0.0005409380028140731,0.02621145500233979,0.03788101299869595,1999-01-01 00:00:00,2025-03-06 00:00:00,6384 days 00:00:00,100000.0,424668.795527,324.668796,12140.973349,100.0,9889.1133,30.518075,2668 days 00:00:00,14,14,0,0.0,50.0,51.838804,-12.428464,36.882267,-9.879957,54 days 20:34:17,21 days 03:25:42,2.135154,23190.628252,0.586725,0.282443,1.349067,1.04317
PHOENIXLTD,Success,0.0041225079985451885,0.005885482001758646,0.0004459100018721074,0.026301362999220146,0.03688597800282878,2007-04-23 00:00:00,2025-03-06 00:00:00,4418 days 00:00:00,100000.0,252312.367688,152.312368,872.563422,100.0,3170.037027,42.975643,3234 days 00:00:00,11,11,0,0.0,54.545455,40.498038,-16.071334,28.761353,-10.94423,62 days 12:00:00,84 days 14:24:00,2.99517,13846.578881,0.519693,0.184897,1.198699,0.829276
IMFA,Success,0.00285706599970581,0.006131655998615315,0.0004194940011075232,0.025490657000773354,0.03502898399892729,2010-07-23 00:00:00,2025-03-06 00:00:00,3576 days 00:00:00,100000.0,120120.165785,20.120166,83.258041,100.0,1341.287507,40.086528,2455 days 00:00:00,8,8,0,0.0,37.5,34.851045,-15.523067,32.377214,-12.309299,50 days 08:00:00,54 days 00:00:00,1.37664,2515.020723,0.192093,0.047117,1.084294,0.313493
MURUDCERA,Success,0.00475175199972,0.005902519002120243,0.0004391289985505864,0.027551588998903753,0.03877411799840047,1995-03-08 00:00:00,2025-03-06 00:00:00,5604 days 00:00:00,100000.0,86034.275775,-13.965724,-59.463557,100.0,1904.523689,47.960556,3311 days 00:00:00,10,10,0,0.0,30.0,49.170544,-19.383079,38.286635,-14.699395,205 days 16:00:00,36 days 20:34:17,0.867466,-1396.572423,0.086249,-0.020328,1.033866,0.138356
THANGAMAYL,Success,0.004198339996946743,0.005704691997379996,0.0005406169984780718,0.02605397799925413,0.03662531800000579,2010-02-19 00:00:00,2025-03-06 00:00:00,3721 days 00:00:00,100000.0,129168.665871,29.168666,4907.107588,100.0,2627.153744,37.268085,2273 days 00:00:00,14,14,0,0.0,35.714286,38.58266,-15.825226,29.730642,-10.834265,54 days 04:48:00,20 days 08:00:00,1.305205,2083.476134,0.226671,0.06822,1.116698,0.351822
ESABINDIA,Success,0.004882913002802525,0.00588967300063814,0.0004705850005848333,0.026509481998800766,0.037896055000601336,1999-01-01 00:00:00,2025-03-07 00:00:00,6428 days 00:00:00,100000.0,79564.456171,-20.435544,6081.776316,100.0,2373.038259,56.587376,6271 days 00:00:00,17,17,0,0.0,23.529412,36.778326,-13.138384,28.53587,-8.981752,121 days 18:00:00,22 days 14:46:09,0.764329,-1202.090813,-0.016915,-0.022791,0.992819,-0.025672
WSI,Success,0.002948081000795355,0.006474514997535152,0.00044099400111008435,0.026329504999011988,0.036326898996776436,2007-08-01 00:00:00,2025-03-06 00:00:00,3671 days 00:00:00,100000.0,97016.078656,-2.983921,18.134159,100.0,1454.402551,51.230401,3609 days 00:00:00,10,10,0,0.0,30.0,43.448233,-25.052229,32.067084,-11.289816,20 days 16:00:00,9 days 13:42:51,0.952752,-298.392134,0.048602,-0.005871,1.032163,0.072557
ZYDUSWELL,Success,0.002813600000081351,0.005892289998882916,0.0004451970016816631,0.026661302999855252,0.03596269099944038,2009-11-13 00:00:00,2025-03-06 00:00:00,3791 days 00:00:00,100000.0,125430.592104,25.430592,714.086263,100.0,1924.987106,20.622249,1806 days 00:00:00,8,8,0,0.0,37.5,28.6921,-9.85297,24.025301,-8.000906,31 days 16:00:00,16 days 19:12:00,1.503456,3178.824013,0.260348,0.106949,1.19997,0.464964
ORIENTHOT,Success,0.004907916001684498,0.005787338999653002,0.0005321360004018061,0.026561761998891598,0.037917539000773104,1999-01-01 00:00:00,2025-03-06 00:00:00,6268 days 00:00:00,100000.0,87330.061685,-12.669938,872.284462,100.0,2829.244535,43.561273,2462 days 00:00:00,17,17,0,0.0,29.411765,44.483563,-17.189065,30.912221,-11.509059,62 days 19:12:00,29 days 02:00:00,0.895937,-745.290489,0.038323,-0.018039,1.018845,0.061941
VSTIND,Success,0.005235406999418046,0.005989610999677097,0.0004473180015338585,0.026867345000937348,0.038667429998895386,1999-01-01 00:00:00,2025-03-06 00:00:00,6393 days 00:00:00,100000.0,81770.962949,-18.229037,2089.168856,100.0,3352.143206,57.784876,5040 days 00:00:00,17,17,0,0.0,23.529412,30.543414,-17.568783,19.804508,-6.760459,81 days 06:00:00,24 days 07:23:04,0.804103,-1072.296297,-0.038666,-0.01977,0.981777,-0.053491
CGPOWER,Success,0.004679115001636092,0.00644397799987928,0.00044807700032833964,0.02606748600010178,0.03777113600153825,2006-11-02 00:00:00,2025-03-06 00:00:00,4535 days 00:00:00,100000.0,142796.321302,42.796321,1797.782073,100.0,1830.26495,38.537611,2167 days 00:00:00,9,9,0,0.0,44.444444,33.859353,-11.816823,24.764823,-9.933531,37 days 00:00:00,30 days 09:36:00,1.836264,4755.146811,0.311872,0.075479,1.188293,0.475396
ANDHRAPAP,Success,0.003992625999671873,0.005919168001128128,0.00046734400166315027,0.02732474499862292,0.03783211799964192,2006-11-02 00:00:00,2025-03-06 00:00:00,4437 days 00:00:00,100000.0,65365.342213,-34.634658,248.041045,100.0,1523.558952,46.373186,3725 days 00:00:00,10,10,0,0.0,20.0,30.417918,-15.292768,26.007492,-10.43777,30 days 12:00:00,42 days 03:00:00,0.484599,-3463.465779,-0.095416,-0.07412,0.947742,-0.13327
ARCHIDPLY,Success,0.002900426999985939,0.005478634000610327,0.0005319860028976109,0.16295668100065086,0.1721041470009368,2008-07-04 00:00:00,2025-03-06 00:00:00,4004 days 00:00:00,100000.0,75447.479668,-24.55252,84.970411,100.0,1373.862082,46.158174,1541 days 00:00:00,7,7,0,0.0,14.285714,74.039249,-16.18551,74.039249,-12.997008,276 days 00:00:00,28 days 16:00:00,0.697156,-3507.502905,-0.02446,-0.054932,0.989398,-0.040738
OLECTRA,Success,0.005153640999196796,0.006300541001110105,0.00046887999997125007,0.025566925000021,0.037645111999154324,2003-05-07 00:00:00,2025-03-06 00:00:00,5400 days 00:00:00,100000.0,89585.396282,-10.414604,13400.0,100.0,4207.08013,58.867588,2456 days 00:00:00,18,18,0,0.0,27.777778,51.442518,-21.964428,43.124772,-13.459476,73 days 09:36:00,26 days 11:04:36,0.951192,-578.589095,0.086736,-0.012581,1.036528,0.137835
ZYDUSLIFE,Success,0.005662135001330171,0.0068997679991298355,0.00044906599941896275,0.02563663299952168,0.03878804700070759,2000-04-27 00:00:00,2025-03-06 00:00:00,6162 days 00:00:00,100000.0,75873.92068,-24.126079,11177.965564,100.0,2411.651592,56.82258,5671 days 00:00:00,17,17,0,0.0,29.411765,21.649679,-16.381578,17.844289,-8.668534,27 days 19:12:00,47 days 06:00:00,0.700645,-1419.181136,-0.07229,-0.028547,0.968249,-0.105504
GMBREW,Success,0.004709422999439994,0.005991691999952309,0.0004430940025486052,0.026331180000852328,0.03766685899972799,1999-01-05 00:00:00,2025-03-06 00:00:00,5528 days 00:00:00,100000.0,48742.205062,-51.257795,30761.700149,100.0,1902.599855,53.730774,4944 days 00:00:00,14,14,0,0.0,21.428571,37.423908,-27.467632,32.558588,-13.056093,31 days 16:00:00,27 days 02:10:54,0.533506,-3661.271067,-0.200151,-0.086246,0.886079,-0.285521
KAMATHOTEL,Success,0.006125022999185603,0.006200650001119357,0.0004552409991447348,0.02594951099672471,0.03887800500160665,1999-01-04 00:00:00,2025-03-06 00:00:00,5922 days 00:00:00,100000.0,140348.099412,40.348099,2281.25,100.0,5104.590705,47.183133,3524 days 00:00:00,19,19,0,0.0,31.578947,54.409953,-22.4032,43.132123,-12.785513,49 days 08:00:00,15 days 03:41:32,1.179845,2123.58418,0.201517,0.044743,1.120631,0.342301
